店铺名称,页面id,类别,品牌名称,品牌id,品牌logo,评分,平均价格,最低价格,所属地区,地区Id,纬度,经度,详细地址,楼层,地铁站id,停车信息,优惠套餐情况,营业时间,联系电话,累计售出份数,餐厅简介,特色菜,是否小吃,有无外卖,上周订单数,历史订单数,wifi,支持预定
华莱士(NO.38学院店),5045038,汉堡,华莱士,26189,http://p0.meituan.net/poi/40b78b9357bc226b82ad406d2d4ae43429705.png,3.8,13,10.9,海南医学院及周边,5312,19.98483,110.33137,龙华区学院路与学院东街交叉口城西商业广场B区11号加-2铺面,,,免费提供5个停车位,10.9元单人套餐，11.9元单人小吃拼盘套餐;,周一至周日 09:00-00:00,0898-66962667,53945,,,False,1,120,53945,True,False
薇薇安(泰龙城店),112124863,蛋糕,,0,,5,19,16.9,解放西/泰龙城,5312,20.036721,110.337978,龙华区大同路泰龙城小吃街B18号,-1,,,16.9元千层蛋糕切件，16.9元新店特惠切件，122.9元蛋糕9选1，228元蛋糕10选1，238元蛋糕9选1;,周一至周日 09:00-23:00  2019-02-04至2019-02-09 休息,18389553762,53607,,,False,1,108,53607,False,False
满福隆酒楼,1178472,海南菜,,0,,4.1,47,68,万绿园,5312,20.027949,110.31239,龙华区滨海大道91号（金莲花荷泰海景酒店旁）,,,免费提供380个停车位,双人餐68元，4人餐138元，6人餐248元;79代100元;,周一至周日 07:00-14:00 17:30-01:00,0898-68528888/68526688,52709,"满福隆酒楼位于海口市金融贸易区（滨海大道91号）凭海而立，面向芳草如茵的""万绿园""和如诗如画的海口核心滨海区，环境优雅，交通便利。酒楼占地面积20亩，营业面积9000平方米，可供380个停车位，38个贵宾厅房，多个金碧辉煌的大型宴会厅（可同时容纳1500人用餐）均由香港名师设计，该酒楼由餐饮资深人士管理，香港名厨主理，主营。潮，粤菜，燕鲍翅，生猛海鲜，粤式早茶，夜宵。满福隆酒楼乘承“情亲关怀，无微不至”的经营理念，热情为各界嘉宾服务，是团体会议，商务接待，宴请宾朋，喜庆宴席的理想去处，到满福隆酒楼，将体验宾至如归之温馨感受。",,False,1,98,52709,True,False
咔卡时尚茶餐厅,40115597,茶餐厅,,0,,4.1,23,19.8,高铁东站、龙昆南,5315,19.99403,110.35202,琼山区大园路141号（广合大厦2楼）,,,免费提供10个停车位,19.8元经济单人套餐，26.8元味极单人餐;,周一至周日 08:00-00:00  2019-02-04至2019-02-06 休息,0898-65905832,52450,,,False,0,68,52450,True,False
原味主张椰子鸡(望海店),1182237,海南菜,原味主张椰子鸡,294139,http://p1.meituan.net/poi/1070b024580bce43a71dd949b9f1a82827184.png,3.9,82,90,望海国际广场,5313,20.03072,110.344967,美兰区海秀路8号望海国际广场6楼150,6,,,双人餐189元起，4人餐298元起，4人餐298元起;90代100元;,周一至周日 11:00-16:00 16:30-22:00,0898-66516266,51653,没有多余的添加，无需繁琐的修饰， 只有靠近自然的心境，和原味的清新， 由于原味，所以养生；因为新鲜，所以健康,,False,0,228,51653,True,False
嘉香苑茶餐厅,40503292,茶餐厅,,0,,3.8,30,8.5,高铁东站、龙昆南,5315,20.001025,110.355705,琼山区府城镇中山路6号（中山城三楼，原琼山旅社）,,,免费提供5个停车位,8.5元特色饮品11选1，双人餐29.9元起，3-4人餐42.9元，3-4人餐95元，2-3人餐106元;88代100元;,周一至周日 08:00-24:00,0898-31381659,51480,,,False,1,264,51480,True,False
避风苑时尚火锅(高登东分店),5872227,港式火锅,,0,,4.2,29,48,高铁东站、龙昆南,5315,19.998594,110.361182,琼山区府城镇高登东街28号（华莱士对面）,,,,双人餐48元起，2-3人餐75元，3-4人餐95元，2-3人餐106元;88代100元;,周一至周日 11:00-22:00,0898-32876082,51271,,,False,1,228,51271,True,False
百度烤鱼,2402669,烤鱼,百度烤鱼,826369,,4.3,44,69,坡博村,5312,20.003351,110.336623,龙华区坡博路1号虹冠大厦109铺（天府川香美食林楼下）,,,,3-4人餐69元，3-4人餐88元，双人餐98元，3-4人餐138元，6人餐198元;88代100元;,周一至周日 11:00-14:00 17:00-22:00  2019-02-03至2019-02-07 休息,0898-32688339,51195,百度烤鱼地处龙华区坡博路虹冠大厦首层，交通便利，店内环境整洁，适合三五好友聚会。百度烤鱼**的特色是**秘制的烤鱼汤底，色香味俱全，肉质鲜嫩，结合火锅的吃法，让鱼的鲜嫩发挥到淋漓尽致,,False,1,106,51195,True,False
妯娌老鸭粉丝汤,69489667,粉丝汤,,0,,4.2,11,12.9,解放西/泰龙城,5312,20.036957,110.337869,龙华区大同路4号泰龙城后广场第42号铺面,1,,,12.9元鸭血粉丝汤一份;16.8代20元;,周一至周日 12:00-21:00  2019-02-03至2019-02-09 休息,18976514666/13637541136,50601,,,False,1,122,50601,True,False
匠子烤鱼(友谊店),41467903,烤鱼,匠子烤鱼,2699714,http://p0.meituan.net/poi/a60aaeb6e15861760710694484fa4a9a55005.png,3.9,66,99,友谊广场,5312,20.037813,110.337257,龙华区龙华路友谊广场6楼,6,,,99代110元;,周一至周日 11:00-14:00 17:00-21:30  2019-02-04 休息,0898-66269377,50597,,,False,0,108,50597,True,False
玛格利塔(海垦路店),6455350,披萨,玛格丽塔,1351163,http://p0.meituan.net/poi/0e925ec4a5330a532b2417bfb265b92036387.png,4.3,17,16.9,海垦路,5312,20.005224,110.306641,龙华区海垦路283号（天唱KTV旁）,,,免费提供5个停车位,16.9元休闲小吃套餐，19.9元鸡肉披萨套餐B，19.9元美团单人套餐A，46元培根披萨套餐B，48元榴莲披萨套餐A;,周一至周日 08:00-24:00,0898-68917067,50591,,,False,1,51,50591,True,False
三顾冒菜(国兴店),4088767,冒菜,三顾冒菜,110795,http://p1.meituan.net/poi/1d9a370dfd58340bff66330ddab1b2d340293.png,4.2,34,29,兴丹路,5315,20.014086,110.371589,琼山区国兴大道省图书馆后街文坛路右进玖居酒店一楼,,,,29代33元，45代50元;,周一至周日 11:00-14:00 17:30-21:30  非营业时段 2018-02-14至2018-02-19 全天,0898-65356390,50118,冒菜不是菜，而是一种传统的烹饪工艺。“大锅、沸汤”的烹饪特点让三顾冒菜在营养锁定方面独具优势。具体做法是，将自选生鲜食材置于大锅沸汤中“冒”熟，而后用秘制纯油和老火靓汤调制出麻辣、微辣、三鲜等不同口味，满足大众美食需求，是都市一族热捧的时尚餐饮模式。三顾冒菜源自三顾茅庐的历史典故，传承悠久，精品正宗。三顾冒菜致力于打造中国冒菜品牌。 采用自主选菜、去水称重、透明厨房的经营方式，将《消费者权益保护法》规定的自主选择权、公平交易权、消费知情权等原原本本地奉还给顾客。看得见、选得着、吃得香是三顾冒菜的真实体验。亲，来吧，来一次就能喜欢上！,,False,1,14,50118,True,False
华莱士炸鸡汉堡(长流如意茶店),41993009,汉堡,华莱士,26189,http://p0.meituan.net/poi/40b78b9357bc226b82ad406d2d4ae43429705.png,3.8,16,11.9,西海岸,5314,20.01147,110.201747,秀英区长流镇长升路42号（长流镇政府对面）,,,,11.9元时尚简约，26.9元双人套餐，51.9元欢聚四人套餐;,周一至周日 09:00-24:00,0898-68711152,48832,,,False,1,219,48832,False,False
拾味馆(名门店),2393571,海南菜,拾味馆,28696,http://p1.meituan.net/poi/79d6a9d3470f3076b19f9bc6dd8d1ffa11693.png,4.3,55,75,名门广场,5313,20.023089,110.35177,美兰区蓝天路与五指山路交汇处名门广场五楼,5,,,双人餐129元，3-4人餐168元;75代100元，90代100元;,周一至周日 11:00-14:00 17:00-21:00,0898-65391196,48326,拾味馆主打拾味砂锅骨汤，以引领饮食风尚，强调对幸福的品味与体验为特色，拒绝提供一成不变的菜肴与菜单，提供可口美食，贴心服务、价格实惠，时尚化的家庭式餐饮，深受大众喜爱。,,False,1,119,48326,True,False
华莱士(青年路店),1998538,快餐,华莱士,26189,http://p0.meituan.net/poi/40b78b9357bc226b82ad406d2d4ae43429705.png,3.7,16,11.9,白龙路沿线,5313,20.0373,110.3611,美兰区青年路2-1号（海口市第三十四小学旁）,,,,11.9元时尚简约，26.9元双人套餐，51.9元欢聚四人套餐;,周一至周日 09:00-23:00,0898-65358747,48253,华莱士炸鸡汉堡创建品牌以来，先后在闽、沪、苏、浙、赣、粤、津等全国23个省96个市级以上城市开设连锁餐厅。经营的汉堡、炸鸡、薯条等产品，美味与实惠兼具，时尚与文化领先，深得广大消费者的青睐。简明舒适的就餐环境，品质的保证，享受得到的西式快餐,,False,1,167,48253,False,False
茶相汇茶人屯,2374308,快餐,避风阁茶人屯,1044533,,3.7,46,19.9,玉沙路,5312,20.024,110.32082,龙华区玉沙路16号富豪大厦c座2楼201室,,,,19.9元烧腊套餐，22.8元茶人屯简餐，25.8元茶人屯单人简餐[国贸店]，88元双人酸菜鱼套餐;85代100元;,周一至周日 09:00-00:00,0898-68528633/68500097,47960,避风阁茶人屯在海南的餐饮行业中已树立起了属于自己的餐饮独特的品牌，并拥有了一定规模和固定的老顾客，在阳光明媚下的避风阁这几个大字非常的夺目，让您无法无视的存在。这里是您休闲、娱乐、聚餐的好场所。店内每时每刻都洋溢着一种安逸而温暖的气息，在下午的时候，很多附近写字楼的人员都喜欢忙里偷闲，来这里轻叹一杯炭烧咖啡，或者约上一些生意伙伴，在分享小点心香甜的同时，拟下一份严谨的协议,,False,1,74,47960,True,False
玛格利塔(大园路店),4013168,披萨,玛格丽塔,1351163,http://p0.meituan.net/poi/0e925ec4a5330a532b2417bfb265b92036387.png,5,18,16.9,高登街,5315,19.988197,110.350827,琼山区大园路20号（丁村路口处）,,,免费提供5个停车位,16.9元休闲小吃套餐，19.9元鸡肉披萨套餐B，19.9元美团单人套餐A，46元培根披萨套餐B，48元榴莲披萨套餐A;,周一至周日 08:00-01:00,0898-65727916/13398977112,47945,,,False,1,53,47945,True,False
华莱士(高登东店NO13),95509,快餐,华莱士,26189,http://p0.meituan.net/poi/40b78b9357bc226b82ad406d2d4ae43429705.png,3.6,11,10.9,高铁东站、龙昆南,5315,19.998337,110.361229,琼山区高登东街91号（避风苑对面）,,,免费提供5个停车位,10.9元单人套餐，11.9元单人小吃拼盘套餐;,周一至周日 09:00-00:30,0898-65850003,47903,仅6.4折，即享华莱士炸鸡汉堡单人套餐,,False,1,131,47903,True,False
Mihimihi奶脆店(日月广场店),150170880,西式甜品,,0,,5,11,10.8,国兴大道,5313,20.015618,110.349299,美兰区日月广场1号下沉广场B1层酷铺超市入口（COCO楼下）,-1,,,10.8元超值奶脆3选1，10.8元原味奶酪;18代20元;,周一至周日 10:00-22:00,0898-32177160,46932,,,False,0,191,46932,True,False
琳琅烘焙(解放东店),18854,蛋糕,琳琅烘焙专业,27334,,4.5,10,0,文明路/和平南路,5313,20.040842,110.343653,美兰区解放东路41号,,,商家服务：停车位收费标准：与商家具体商谈,每满10减1.2（买单立享）;,周一至周日 11:00-23:00,0898-66219429,46895,琳琅烘焙专业是一家有名的西点品牌店，发展到现在已经有30余家连锁店。多年来不断引进新思想、开发新思路、完善管理模式，逐渐形成了的“前店后场，现烤现卖”的特色。,,False,0,0,46895,False,False
薇薇安(府城店),156661529,蛋糕,,0,,5,22,13.9,高铁东站、龙昆南,5315,20.000222,110.355721,琼山区忠介路2号,,,,13.9元鲜榨果汁4选1，16.9元千层蛋糕切件，122.9元蛋糕9选1，228元蛋糕10选1，238元蛋糕9选1;,周一至周日 09:00-22:30,0898-65863602,46555,,,False,1,147,46555,False,False
香锅时代(国兴店),6252145,干锅/香锅,香锅时代,1168723,,4.3,32,88,兴丹路,5315,20.01433,110.3712,琼山区国兴大道省图书馆后街兴丹路检察院对面,,null,,2-3人餐106元，2-3人餐138元，2-3人餐138元，2-3人餐139元，3-4人餐156元，2-3人餐158元;88代100元;,周一至周日 10:00-23:00  2019-02-03至2019-02-09 休息,0898-65305994,45534,,,False,1,83,45534,True,False
九毛九西北菜(国贸店),1178972,山西菜,九毛九,1342327,,5,44,99.99,玉沙路,5312,20.025096,110.320598,龙华区玉沙路16-1号富国商业广场202房,2,,,99.9代110元;,周一至周日 11:00-14:30 17:00-22:00,15008044516/0898-68597513,45337,1995年10月25日，九毛九从海口市南航东路上那家只有57平方米、6张小桌、6名员工的“山西面王”开始起步。通过热情的服务、实惠的价格、诚信的经营理念、持续的拓展及勤俭、节约、厚道的优良传统，九毛九从无到有，从小到大，从单店经 营到多店连锁，成为了全国面食品种最多，规模**的面食专营企业。 经过十九年的励精图治，在全国拥有70多家分店，员工数量达数千人。 九毛九自1995年创立至今，秉承“品味山西面粹，传承晋商文化”的理念，以山西手工面食为主打，融合各地餐饮文化精髓于一身，已经成为华南地区知名餐饮连锁品牌。其分号遍布广州、北京、深圳、佛山、惠州、海口、中山等地；其中珠三角地区目前有50多家分店。,,False,1,50,45337,True,False
成都大龙燚火锅(国贸店),105514349,四川火锅,,0,,4.9,92,89.9,玉沙路,5312,20.025168,110.320655,龙华区国贸大道与玉沙路十字路口富国商业广场2层,2,,,双人餐148元;89.9代100元;,周一至周日 11:00-14:00 17:00-03:00,0898-65388777,44399,,,False,0,180,44399,False,False
爱斯米牛排自助,113705028,综合自助,,0,,4.2,69,63,新城吾悦购物广场,5312,19.977838,110.33996,龙华区迎宾大道18号新城吾悦广场4楼4001号（1号门必胜客旁观光梯直达4楼即是）,4,,,单人午餐63元，单人午/晚餐68元，单人午餐83元，单人午/晚餐88元;,周一至周日 10:30-14:30 16:30-21:30,0898-36662208,44309,,,False,0,528,44309,True,False
拾味馆(望海店),1361754,海南菜,拾味馆,28696,http://p1.meituan.net/poi/79d6a9d3470f3076b19f9bc6dd8d1ffa11693.png,4.2,59,90,望海国际广场,5313,20.030543,110.344944,美兰区海秀路8号望海国际广场六层1#铺面,6,,免费停车,双人餐129元，3-4人餐168元;90代100元;,周一至周日 11:00-14:30 17:00-22:00,0898-66789995,44181,拾味馆主打拾味砂锅骨汤，以引领饮食风尚，强调对幸福的品味与体验为特色，拒绝提供一成不变的菜肴与菜单，提供可口美食，贴心服务、价格实惠，时尚化的家庭式餐饮，深受大众喜爱。,,False,1,79,44181,True,False
华莱士炸鸡汉堡(海师店),4125189,汉堡,华莱士,26189,http://p0.meituan.net/poi/40b78b9357bc226b82ad406d2d4ae43429705.png,4.3,13,11.9,高铁东站、龙昆南,5315,19.998392,110.345521,琼山区板桥路40号铺（海师大厦正对面）,,,,11.9元时尚简约，51.9元欢聚四人套餐;,周一至周日 09:00-24:00,0898-65892120,44066,华莱士炸鸡汉堡创建品牌以来，先后在闽、沪、苏、浙、赣、粤、津等全国23个省96个市级以上城市开设连锁餐厅。经营的汉堡、炸鸡、薯条等产品，美味与实惠兼具，时尚与文化领先，深得广大消费者的青睐。简明舒适的就餐环境，品质的保证，享受得到的西式快餐,,False,1,85,44066,False,False
九毛九西北菜(白龙店),1178907,山西菜,九毛九,1342327,,4.6,48,99.99,白龙路沿线,5313,20.02997,110.36199,美兰区白龙南路61号如家快捷酒店1楼,,,免费停车,99.9代110元;,周一至周日 11:00-15:00 17:00-22:00,0898-65203748,44013,1995年10月25日，九毛九从海口市南航东路上那家只有57平方米、6张小桌、6名员工的“山西面王”开始起步。通过热情的服务、实惠的价格、诚信的经营理念、持续的拓展及勤俭、节约、厚道的优良传统，九毛九从无到有，从小到大，从单店经 营到多店连锁，成为了全国面食品种最多，规模**的面食专营企业。 经过十九年的励精图治，在全国拥有70多家分店，员工数量达数千人。 九毛九自1995年创立至今，秉承“品味山西面粹，传承晋商文化”的理念，以山西手工面食为主打，融合各地餐饮文化精髓于一身，已经成为华南地区知名餐饮连锁品牌。其分号遍布广州、北京、深圳、佛山、惠州、海口、中山等地；其中珠三角地区目前有50多家分店。,,False,1,78,44013,False,False
